Supermarket,Category,Product Title,Product Price,Base Price,Per unit,Product URL
Woolworths,Meat and Seafood,Woolworths Chicken Schnitzels Garlic & Herb 600g,9.0,15.0,1KG,https://www.woolworths.com.au/shop/productdetails/134082/woolworths-chicken-schnitzels-garlic-herb
Woolworths,Meat and Seafood,Ocean Blue Smoked Salmon 300g,19.0,63.33,1KG,https://www.woolworths.com.au/shop/productdetails/365407/ocean-blue-smoked-salmon
Woolworths,Meat and Seafood,Woolworths Lamb Easy Carve Leg Roast 900g - 1.4kg,29.4,21.0,1KG,https://www.woolworths.com.au/shop/productdetails/200152/woolworths-lamb-easy-carve-leg-roast
Woolworths,Meat and Seafood,Don Short Cut Rindless Bacon 200g,6.6,33.0,1KG,https://www.woolworths.com.au/shop/productdetails/220824/don-short-cut-rindless-bacon
Woolworths,Meat and Seafood,Woolworths Lamb Midloins Chops 3 - 6 Pieces 450g - 800g,19.2,24.0,1KG,https://www.woolworths.com.au/shop/productdetails/764967/woolworths-lamb-midloins-chops-3-6-pieces
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Drumsticks Bulk 1.1kg - 1.9kg,8.17,4.3,1KG,https://www.woolworths.com.au/shop/productdetails/169014/woolworths-rspca-approved-chicken-drumsticks-bulk
Woolworths,Meat and Seafood,Woolworths 6 Stacker Beef Burgers 500g,8.5,17.0,1KG,https://www.woolworths.com.au/shop/productdetails/899859/woolworths-6-stacker-beef-burgers-patties
Woolworths,Meat and Seafood,Woolworths Roasted Garlic Chicken Tenderloins 400g,9.5,23.75,1KG,https://www.woolworths.com.au/shop/productdetails/164677/woolworths-roasted-garlic-chicken-tenderloins
Woolworths,Meat and Seafood,Ingham's Turkey Breast Mince 400g,10.0,25.0,1KG,https://www.woolworths.com.au/shop/productdetails/840244/ingham-s-turkey-breast-mince
Woolworths,Meat and Seafood,Ocean Chef Atlantic Salmon Portions Skin On 1kg,29.5,29.5,1KG,https://www.woolworths.com.au/shop/productdetails/763541/ocean-chef-atlantic-salmon-portions-skin-on
Woolworths,Meat and Seafood,Market Value Rump Steak 700g - 1.2kg,26.4,22.0,1KG,https://www.woolworths.com.au/shop/productdetails/73626/market-value-rump-steak-800g-1-2kg
Woolworths,Meat and Seafood,Macro Grass Fed Australian Stir-Fry Beef 500g,13.0,26.0,1KG,https://www.woolworths.com.au/shop/productdetails/175569/macro-grass-fed-australian-stir-fry-beef
Woolworths,Meat and Seafood,Woolworths Cook Slow Cooked Pork Ribs In Smokey BBQ Sauce 650g,11.6,17.85,1KG,https://www.woolworths.com.au/shop/productdetails/697369/woolworths-cook-slow-cooked-pork-ribs-in-smokey-bbq-sauce
Woolworths,Meat and Seafood,D'Orsogna Shortcut Bacon 1kg,22.0,22.0,1KG,https://www.woolworths.com.au/shop/productdetails/176564/d-orsogna-shortcut-bacon
Woolworths,Meat and Seafood,Macro Grass Fed Beef Rump Steak Medallions 300g,16.0,53.33,1KG,https://www.woolworths.com.au/shop/productdetails/175571/macro-grass-fed-beef-rump-steak-medallions
Woolworths,Meat and Seafood,Woolworths Pork Belly 600g - 1.3kg,26.0,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/764465/woolworths-pork-belly
Woolworths,Meat and Seafood,Woolworths Cook Slow Cooked Beef Brisket 700g,12.8,18.29,1KG,https://www.woolworths.com.au/shop/productdetails/821038/woolworths-cook-slow-cooked-beef-brisket
Woolworths,Meat and Seafood,Woolworths Wood Smoked & Sliced Smoked Salmon Natural 100g,6.5,65.0,1KG,https://www.woolworths.com.au/shop/productdetails/274957/woolworths-wood-smoked-sliced-smoked-salmon-natural
Woolworths,Meat and Seafood,Woolworths Salmon Portions Skin On 4 pack,15.0,32.61,1KG,https://www.woolworths.com.au/shop/productdetails/150806/woolworths-salmon-portions-skin-on
Woolworths,Meat and Seafood,Just Caught Peeled & Deveined Raw Prawns 1kg,27.0,27.0,1KG,https://www.woolworths.com.au/shop/productdetails/666563/just-caught-peeled-deveined-raw-prawns
Woolworths,Meat and Seafood,Woolworths Frozen Salmon Fillets Skin On 250g,9.0,36.0,1KG,https://www.woolworths.com.au/shop/productdetails/259832/woolworths-frozen-salmon-fillets-skin-on
Woolworths,Meat and Seafood,Lamb Leg Roast 1.8kg - 2.8kg,36.4,13.0,1KG,https://www.woolworths.com.au/shop/productdetails/764979/lamb-leg-roast
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Maryland Supreme 530g - 800g,7.2,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/927531/woolworths-rspca-approved-chicken-maryland-supreme
Woolworths,Meat and Seafood,Macro Free Range Chicken Stir Fry 500g,12.0,24.0,1KG,https://www.woolworths.com.au/shop/productdetails/563937/macro-free-range-chicken-stir-fry
Woolworths,Meat and Seafood,K-Roo Kangaroo Mince 1kg,12.0,12.0,1KG,https://www.woolworths.com.au/shop/productdetails/148292/k-roo-kangaroo-mince
Woolworths,Meat and Seafood,Woolworths 6 Chicken Kebabs Honey Soy 375g,8.0,21.33,1KG,https://www.woolworths.com.au/shop/productdetails/908166/woolworths-6-chicken-kebabs-honey-soy
Woolworths,Meat and Seafood,Woolworths Diced Lamb 450g,13.0,28.89,1KG,https://www.woolworths.com.au/shop/productdetails/72363/woolworths-diced-lamb
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Hearts 500g,3.75,7.5,1KG,https://www.woolworths.com.au/shop/productdetails/83198/woolworths-rspca-approved-chicken-hearts
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Thigh Cutlets Skinless 450g - 750g,7.5,10.0,1KG,https://www.woolworths.com.au/shop/productdetails/166830/woolworths-rspca-approved-chicken-thigh-cutlets-skinless
Woolworths,Meat and Seafood,Chicken Schnitzel Parmi Crumbed each,3.3,3.3,1EA,https://www.woolworths.com.au/shop/productdetails/433191/chicken-schnitzel-parmi-crumbed
Woolworths,Meat and Seafood,D'Orsogna Maple Glazed Streaky Bacon 200g,8.0,40.0,1KG,https://www.woolworths.com.au/shop/productdetails/533193/d-orsogna-maple-glazed-streaky-bacon
Woolworths,Meat and Seafood,Primo Roast Pork Sliced From The Deli Per kg,24.7,24.7,1KG,https://www.woolworths.com.au/shop/productdetails/867292/primo-roast-pork-sliced-from-the-deli
Woolworths,Meat and Seafood,Primo Kransky Double Smoked From The Deli Per Kg,22.5,22.5,1KG,https://www.woolworths.com.au/shop/productdetails/40556/primo-kransky-double-smoked-from-the-deli
Woolworths,Meat and Seafood,Macro Grass Fed Australian Beef Scotch Fillet 270g,15.0,55.56,1KG,https://www.woolworths.com.au/shop/productdetails/175593/macro-grass-fed-australian-beef-scotch-fillet
Woolworths,Meat and Seafood,Woolworths Fetta & Spinach Chicken Sausages 500g,9.0,18.0,1KG,https://www.woolworths.com.au/shop/productdetails/83727/woolworths-fetta-spinach-chicken-sausages
Woolworths,Meat and Seafood,Macro Free Range Australian Chicken Drumsticks 900g - 1.3kg,7.15,5.5,1KG,https://www.woolworths.com.au/shop/productdetails/927527/macro-free-range-australian-chicken-drumsticks
Woolworths,Meat and Seafood,Bertocchi Gold Long Rindless Premium Bacon 400g,11.0,27.5,1KG,https://www.woolworths.com.au/shop/productdetails/6000087/bertocchi-gold-long-rindless-premium-bacon
Woolworths,Meat and Seafood,D'Orsogna Streaky Bacon 500g,16.25,32.5,1KG,https://www.woolworths.com.au/shop/productdetails/727933/d-orsogna-streaky-bacon
Woolworths,Meat and Seafood,Macro Free Range Australian Chicken Thigh Fillet 900g - 1.1kg,18.7,17.0,1KG,https://www.woolworths.com.au/shop/productdetails/927530/macro-free-range-australian-chicken-thigh-fillet
Woolworths,Meat and Seafood,Primo Middle Rindless Bacon 250g,6.8,27.2,1KG,https://www.woolworths.com.au/shop/productdetails/380578/primo-middle-rindless-bacon
Woolworths,Meat and Seafood,Macro Grass Fed Beef Mince 800g,14.0,17.5,1KG,https://www.woolworths.com.au/shop/productdetails/6001987/macro-grass-fed-beef-mince
Woolworths,Meat and Seafood,Woolworths Frozen Basa Fillets 1kg,8.0,8.0,1KG,https://www.woolworths.com.au/shop/productdetails/445352/woolworths-frozen-basa-fillets
Woolworths,Meat and Seafood,Woolworths Lamb Shoulder Roast 1.1kg - 1.7kg,25.5,15.0,1KG,https://www.woolworths.com.au/shop/productdetails/727929/woolworths-lamb-shoulder-roast
Woolworths,Meat and Seafood,Just Caught Raw Prawn Meat 300g,11.6,38.67,1KG,https://www.woolworths.com.au/shop/productdetails/62050/just-caught-raw-prawn-meat
Woolworths,Meat and Seafood,Woolworths Lamb Forequarter Chops 2 - 3 Pieces 500g -750g,15.75,21.0,1KG,https://www.woolworths.com.au/shop/productdetails/764848/woolworths-lamb-forequarter-chops-2-3-pieces
Woolworths,Meat and Seafood,Woolworths Lamb Leg Mini Roast 2 Pack 400g - 800g,16.0,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/6005963/woolworths-lamb-leg-mini-roast-2-pack
Woolworths,Meat and Seafood,Woolworths Loin Steaks Pork 500g,10.0,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/829116/woolworths-loin-steaks-pork
Woolworths,Meat and Seafood,Woolworths 12 Chicken Kebabs Smokey BBQ 750g,11.5,15.33,1KG,https://www.woolworths.com.au/shop/productdetails/907628/woolworths-12-chicken-kebabs-smokey-bbq
Woolworths,Meat and Seafood,Woolworths Boneless Chicken Kyiv With Creamy Cheese & Ham Filling 700g,8.0,11.43,1KG,https://www.woolworths.com.au/shop/productdetails/134035/woolworths-boneless-chicken-kyiv-with-creamy-cheese-ham-filling
Woolworths,Meat and Seafood,Woolworths Lamb Cutlets 6 - 10 Pieces 500g - 900g,38.7,43.0,1KG,https://www.woolworths.com.au/shop/productdetails/765046/woolworths-lamb-cutlets-6-10-pieces
Woolworths,Meat and Seafood,Woolworths Lamb Midloins Chops 6 - 9 Pieces 650g - 1.1kg,26.4,24.0,1KG,https://www.woolworths.com.au/shop/productdetails/764868/woolworths-lamb-midloins-chops-6-9-pieces
Woolworths,Meat and Seafood,Pastoral Rare Roast Beef Sliced From The Deli Per kg,39.0,39.0,1KG,https://www.woolworths.com.au/shop/productdetails/918022/pastoral-rare-roast-beef-sliced-from-the-deli
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Thigh Cutlets 550g - 850g,8.08,9.5,1KG,https://www.woolworths.com.au/shop/productdetails/304193/woolworths-rspca-approved-chicken-thigh-cutlets
Woolworths,Meat and Seafood,Woolworths Slow Cooked Pork Shoulder With BBQ Sauce 560g,11.2,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/810791/woolworths-slow-cooked-pork-shoulder-with-bbq-sauce
Woolworths,Meat and Seafood,Peppercorn Beef Sausages Extra Lean 450g,10.0,22.22,1KG,https://www.woolworths.com.au/shop/productdetails/178143/peppercorn-beef-sausages-extra-lean
Woolworths,Meat and Seafood,Macro Grass Fed Australian Diced Beef 500g,13.0,26.0,1KG,https://www.woolworths.com.au/shop/productdetails/175568/macro-grass-fed-australian-diced-beef
Woolworths,Meat and Seafood,Woolworths Cook Lamb Shanks With Red Wine & Rosemary 850g - 1.25kg,15.5,12.4,1KG,https://www.woolworths.com.au/shop/productdetails/83111/woolworths-cook-lamb-shanks-with-red-wine-rosemary
Woolworths,Meat and Seafood,Woolworths Pork Leg Roast Boneless 1.2kg - 2.6kg,31.2,12.0,1KG,https://www.woolworths.com.au/shop/productdetails/764527/woolworths-pork-leg-roast-boneless-boneless-small
Woolworths,Meat and Seafood,Woolworths 16 Pork Chipolatas 550g,5.9,10.73,1KG,https://www.woolworths.com.au/shop/productdetails/901684/woolworths-16-pork-chipolatas
Woolworths,Meat and Seafood,Woolworths 6 Smash Beef Burgers 450g,8.5,18.89,1KG,https://www.woolworths.com.au/shop/productdetails/899861/woolworths-6-smash-beef-burgers
Woolworths,Meat and Seafood,Woolworths Cooking Bacon 1kg,9.9,9.9,1KG,https://www.woolworths.com.au/shop/productdetails/273259/woolworths-cooking-bacon
Woolworths,Meat and Seafood,Primo Pastrami Shaved From The Deli per kg,32.9,32.9,1KG,https://www.woolworths.com.au/shop/productdetails/54467/primo-pastrami-shaved-from-the-deli
Woolworths,Meat and Seafood,Macro Grass Fed Beef Chuck Steak 380g - 800g,17.6,22.0,1KG,https://www.woolworths.com.au/shop/productdetails/254623/macro-grass-fed-beef-chuck-steak
Woolworths,Meat and Seafood,Woolworths 16 Chicken Chipolatas 550g,5.9,10.73,1KG,https://www.woolworths.com.au/shop/productdetails/901685/woolworths-16-chicken-chipolatas
Woolworths,Meat and Seafood,Woolworths Pork Medallion 250g,8.0,32.0,1KG,https://www.woolworths.com.au/shop/productdetails/675494/woolworths-pork-medallion
Woolworths,Meat and Seafood,Woolworths Premium Pub Style Chicken Schnitzel Each,4.0,4.0,1EA,https://www.woolworths.com.au/shop/productdetails/806278/woolworths-premium-pub-style-chicken-schnitzel
Woolworths,Meat and Seafood,Macro Grass Fed Australian Beef Eye Fillet 320g,21.0,65.63,1KG,https://www.woolworths.com.au/shop/productdetails/175592/macro-grass-fed-australian-beef-eye-fillet
Woolworths,Meat and Seafood,Woolworths Beef Porterhouse Steak Medium 290g - 750g,31.5,42.0,1KG,https://www.woolworths.com.au/shop/productdetails/675650/woolworths-beef-porterhouse-steak-medium
Woolworths,Meat and Seafood,Woolworths Moisture Infused Pork Chops 400g,8.0,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/185960/woolworths-moisture-infused-pork-chops
Woolworths,Meat and Seafood,Woolworths Beef Rump Stir Fry Thin Sliced 400g,12.0,30.0,1KG,https://www.woolworths.com.au/shop/productdetails/317306/woolworths-beef-rump-stir-fry-thin-sliced
Woolworths,Meat and Seafood,Primo Pastrami Sliced From The Deli per kg,32.9,32.9,1KG,https://www.woolworths.com.au/shop/productdetails/32481/primo-pastrami-sliced-from-the-deli
Woolworths,Meat and Seafood,Woolworths Crumbed Chicken Burgers 440g,6.5,14.77,1KG,https://www.woolworths.com.au/shop/productdetails/134038/woolworths-crumbed-chicken-burgers
Woolworths,Meat and Seafood,Macro Free Range Chicken Splits Lemon & Garlic 900g - 1.25kg,13.75,11.0,1KG,https://www.woolworths.com.au/shop/productdetails/727221/macro-free-range-chicken-splits-lemon-garlic
Woolworths,Meat and Seafood,Woolworths Pork Rashers 350g- 800g,18.4,23.0,1KG,https://www.woolworths.com.au/shop/productdetails/675687/woolworths-pork-rashers
Woolworths,Meat and Seafood,Woolworths Cracked Black Pepper Wagyu Beef Sausages 450g,9.0,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/260670/woolworths-cracked-black-pepper-wagyu-beef-sausages
Woolworths,Meat and Seafood,Woolworths COOK Beef Medallions In Onion & Garlic Gravy Sauce 500g,11.2,22.4,1KG,https://www.woolworths.com.au/shop/productdetails/428204/woolworths-cook-beef-medallions-in-onion-garlic-gravy-sauce
Woolworths,Meat and Seafood,Woolworths Pork Belly Bites 400g,8.0,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/6001487/woolworths-pork-belly-bites
Woolworths,Meat and Seafood,Woolworths Salmon Portions Skin Off 4 pack,19.5,42.39,1KG,https://www.woolworths.com.au/shop/productdetails/150807/woolworths-salmon-portions-skin-off
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Livers 500g,3.75,7.5,1KG,https://www.woolworths.com.au/shop/productdetails/83194/woolworths-rspca-approved-chicken-livers
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Plain Wing Nibbles 1kg - 1.3kg,11.7,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/918160/woolworths-rspca-approved-chicken-plain-wing-nibbles
Woolworths,Meat and Seafood,Woolworths Pork Leg Mini Roast 500g - 800g,14.4,18.0,1KG,https://www.woolworths.com.au/shop/productdetails/6001486/woolworths-pork-leg-mini-roast
Woolworths,Meat and Seafood,Macro Grass Fed 4 Extra Lean Beef Burgers 500g,8.0,16.0,1KG,https://www.woolworths.com.au/shop/productdetails/901717/macro-grass-fed-4-extra-lean-beef-burgers
Woolworths,Meat and Seafood,Ocean Blue Smoked Salmon 100g,8.0,80.0,1KG,https://www.woolworths.com.au/shop/productdetails/345350/ocean-blue-smoked-salmon
Woolworths,Meat and Seafood,Woolworths Homestyle Beef Rissoles 8 pack,8.5,14.17,1KG,https://www.woolworths.com.au/shop/productdetails/589137/woolworths-homestyle-beef-rissoles
Woolworths,Meat and Seafood,Woolworths 18 Chicken Burgers 1.5kg,12.5,8.33,1KG,https://www.woolworths.com.au/shop/productdetails/6001634/woolworths-18-chicken-burgers
Woolworths,Meat and Seafood,Woolworths 6 Rosemary & Garlic Lamb Sausages 505g,7.0,13.86,1KG,https://www.woolworths.com.au/shop/productdetails/901511/woolworths-6-rosemary-garlic-lamb-sausages
Woolworths,Meat and Seafood,Woolworths Cook Boneless Butterflied Chicken Mango & Sweet Chilli 850g - 1.25kg,16.25,13.0,1KG,https://www.woolworths.com.au/shop/productdetails/67677/woolworths-cook-boneless-butterflied-chicken-mango-sweet-chilli
Woolworths,Meat and Seafood,Woolworths Lamb Extra Trim Cutlets 8-9 Pieces 250g - 600g,33.0,55.0,1KG,https://www.woolworths.com.au/shop/productdetails/764944/woolworths-lamb-extra-trim-cutlets-8-9-pieces
Woolworths,Meat and Seafood,Bertocchi Smoked Pork Meaty Hock 700g - 1kg,14.5,14.5,1KG,https://www.woolworths.com.au/shop/productdetails/843231/bertocchi-smoked-pork-meaty-hock
Woolworths,Meat and Seafood,Woolworths 6 Herb & Garlic Chicken Sausages 505g,7.0,13.86,1KG,https://www.woolworths.com.au/shop/productdetails/901692/woolworths-6-herb-garlic-chicken-sausages
Woolworths,Meat and Seafood,Woolworths Beef Scotch Fillet Steak Thick Cut 300g,18.0,60.0,1KG,https://www.woolworths.com.au/shop/productdetails/82226/woolworths-beef-scotch-fillet-steak-thick-cut
Woolworths,Meat and Seafood,Woolworths 8 Mini Chicken Kebabs Satay Style 375g,9.0,24.0,1KG,https://www.woolworths.com.au/shop/productdetails/908700/woolworths-8-mini-chicken-kebabs-satay-style
Woolworths,Meat and Seafood,Woolworths 8 Slider Beef Burgers 400g,8.5,21.25,1KG,https://www.woolworths.com.au/shop/productdetails/899860/woolworths-8-slider-beef-burgers
Woolworths,Meat and Seafood,Macro Grass Fed Beef Sizzle Steaks 275g,13.0,47.27,1KG,https://www.woolworths.com.au/shop/productdetails/254626/macro-grass-fed-beef-sizzle-steaks
Woolworths,Meat and Seafood,Woolworths Classic Beef Sausage Roll 460g,8.0,17.39,1KG,https://www.woolworths.com.au/shop/productdetails/250846/woolworths-classic-beef-sausage-roll
Woolworths,Meat and Seafood,Macro Free Range Chicken Wing Nibbles 600g - 800g,8.0,10.0,1KG,https://www.woolworths.com.au/shop/productdetails/927525/macro-free-range-chicken-wing-nibbles
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Tenderloins 600g,11.0,18.33,1KG,https://www.woolworths.com.au/shop/productdetails/174387/woolworths-rspca-approved-chicken-tenderloins
Woolworths,Meat and Seafood,Just Caught Skinless Basa Fillets Frozen 1kg,7.5,7.5,1KG,https://www.woolworths.com.au/shop/productdetails/394858/just-caught-skinless-basa-fillets-frozen
Woolworths,Meat and Seafood,Bertocchi Mortadella Plain Shaved From The Deli Per Kg,16.5,16.5,1KG,https://www.woolworths.com.au/shop/productdetails/227743/bertocchi-mortadella-plain-shaved-from-the-deli
Woolworths,Meat and Seafood,Ocean Blue Smoked Salmon Sliced 50g,5.0,100.0,1KG,https://www.woolworths.com.au/shop/productdetails/345345/ocean-blue-smoked-salmon-sliced
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Drumsticks 450g - 700g,4.2,6.0,1KG,https://www.woolworths.com.au/shop/productdetails/354082/woolworths-rspca-approved-chicken-drumsticks
Woolworths,Meat and Seafood,JC Seafood Jumbo Raw Prawn Cutlets 240g,10.0,41.67,1KG,https://www.woolworths.com.au/shop/productdetails/269105/jc-seafood-jumbo-raw-prawn-cutlets
